Index,SYT,FlipSYT,FlipFoundQ,RootCount,FlipRootCount,Distance,SameRootsQ,Reason
258297,"{{1, 3, 8, 12, 13}, {2, 5, 9, 14}, {4, 6, 11}, {7, 10}, {15}}","{{1, 4, 5, 6, 9}, {2, 7, 10, 12}, {3, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
258344,"{{1, 3, 6, 8, 10}, {2, 4, 11, 13}, {5, 7, 15}, {9, 14}, {12}}","{{1, 2, 4, 11, 14}, {3, 5, 7, 12}, {6, 8, 9}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
258470,"{{1, 3, 6, 12, 13}, {2, 5, 9, 14}, {4, 7, 11}, {8, 10}, {15}}","{{1, 4, 5, 6, 8}, {2, 7, 9, 12}, {3, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
258505,"{{1, 4, 8, 12, 13}, {2, 6, 9, 14}, {3, 7, 11}, {5, 10}, {15}}","{{1, 4, 5, 6, 11}, {2, 7, 9, 13}, {3, 10, 14}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
258508,"{{1, 3, 7, 12, 13}, {2, 5, 9, 14}, {4, 8, 11}, {6, 10}, {15}}","{{1, 4, 5, 6, 10}, {2, 7, 8, 12}, {3, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
258549,"{{1, 3, 8, 12, 13}, {2, 5, 9, 14}, {4, 7, 11}, {6, 10}, {15}}","{{1, 4, 5, 6, 10}, {2, 7, 9, 12}, {3, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
258610,"{{1, 3, 5, 12, 13}, {2, 6, 9, 14}, {4, 8, 11}, {7, 10}, {15}}","{{1, 4, 5, 6, 9}, {2, 7, 8, 12}, {3, 13, 14}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
258662,"{{1, 3, 6, 12, 13}, {2, 5, 9, 14}, {4, 8, 11}, {7, 10}, {15}}","{{1, 4, 5, 6, 9}, {2, 7, 8, 12}, {3, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
258757,"{{1, 3, 6, 9, 11}, {2, 4, 7, 12}, {5, 8, 13}, {10, 14}, {15}}","{{1, 6, 8, 11, 14}, {2, 7, 12, 15}, {3, 9, 13}, {4, 10}, {5}}",False,,,,False,FlipSYTNotFound
258833,"{{1, 3, 7, 12, 13}, {2, 6, 8, 14}, {4, 9, 10}, {5, 11}, {15}}","{{1, 4, 5, 7, 11}, {2, 6, 10, 12}, {3, 13, 14}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
258916,"{{1, 3, 4, 12, 13}, {2, 5, 8, 14}, {6, 7, 11}, {9, 10}, {15}}","{{1, 4, 5, 6, 7}, {2, 8, 9, 10}, {3, 13, 14}, {11, 15}, {12}}",False,,,,False,FlipSYTNotFound
258923,"{{1, 2, 4, 12, 13}, {3, 7, 9, 14}, {5, 8, 10}, {6, 11}, {15}}","{{1, 4, 5, 8, 10}, {2, 6, 9, 11}, {3, 13, 15}, {7, 14}, {12}}",False,,,,False,FlipSYTNotFound
258964,"{{1, 2, 5, 12, 13}, {3, 4, 7, 14}, {6, 9, 10}, {8, 11}, {15}}","{{1, 4, 5, 7, 8}, {2, 6, 10, 13}, {3, 12, 15}, {9, 14}, {11}}",False,,,,False,FlipSYTNotFound
258985,"{{1, 2, 4, 8, 14}, {3, 5, 10, 11}, {6, 9, 13}, {7, 15}, {12}}","{{1, 3, 4, 7, 9}, {2, 6, 13, 15}, {5, 10, 14}, {8, 11}, {12}}",False,,,,False,FlipSYTNotFound
259087,"{{1, 2, 6, 9, 10}, {3, 5, 11, 12}, {4, 8, 13}, {7, 14}, {15}}","{{1, 5, 8, 9, 12}, {2, 7, 10, 11}, {3, 13, 15}, {4, 14}, {6}}",False,,,,False,FlipSYTNotFound
259181,"{{1, 2, 5, 12, 13}, {3, 4, 8, 14}, {6, 7, 10}, {9, 11}, {15}}","{{1, 4, 5, 7, 10}, {2, 6, 9, 13}, {3, 12, 15}, {8, 14}, {11}}",False,,,,False,FlipSYTNotFound
259255,"{{1, 3, 5, 7, 14}, {2, 6, 10, 11}, {4, 9, 13}, {8, 15}, {12}}","{{1, 3, 4, 7, 8}, {2, 6, 12, 14}, {5, 10, 13}, {9, 11}, {15}}",False,,,,False,FlipSYTNotFound
259399,"{{1, 2, 5, 12, 13}, {3, 4, 8, 14}, {6, 7, 9}, {10, 11}, {15}}","{{1, 4, 5, 6, 10}, {2, 7, 9, 13}, {3, 12, 15}, {8, 14}, {11}}",False,,,,False,FlipSYTNotFound
259456,"{{1, 3, 9, 11, 13}, {2, 5, 10, 14}, {4, 6, 12}, {7, 8}, {15}}","{{1, 4, 6, 8, 9}, {2, 5, 10, 12}, {3, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
259474,"{{1, 3, 9, 11, 13}, {2, 5, 10, 14}, {4, 7, 12}, {6, 8}, {15}}","{{1, 4, 6, 8, 10}, {2, 5, 9, 12}, {3, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
259516,"{{1, 3, 8, 11, 13}, {2, 5, 10, 14}, {4, 7, 12}, {6, 9}, {15}}","{{1, 4, 6, 7, 10}, {2, 5, 9, 12}, {3, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
259573,"{{1, 3, 8, 11, 13}, {2, 5, 10, 14}, {4, 6, 12}, {7, 9}, {15}}","{{1, 4, 6, 7, 9}, {2, 5, 10, 12}, {3, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
259598,"{{1, 3, 7, 11, 13}, {2, 5, 10, 14}, {4, 8, 12}, {6, 9}, {15}}","{{1, 4, 6, 7, 10}, {2, 5, 8, 12}, {3, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
259611,"{{1, 3, 6, 11, 13}, {2, 5, 10, 14}, {4, 8, 12}, {7, 9}, {15}}","{{1, 4, 6, 7, 9}, {2, 5, 8, 12}, {3, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
259671,"{{1, 3, 4, 5, 9}, {2, 6, 10, 13}, {7, 8, 14}, {11, 15}, {12}}","{{1, 4, 8, 9, 14}, {2, 5, 12, 13}, {3, 6, 15}, {7, 10}, {11}}",False,,,,False,FlipSYTNotFound
259684,"{{1, 4, 6, 7, 10}, {2, 5, 9, 13}, {3, 11, 15}, {8, 14}, {12}}","{{1, 2, 4, 11, 13}, {3, 5, 8, 14}, {6, 7, 10}, {9, 12}, {15}}",False,,,,False,FlipSYTNotFound
259774,"{{1, 3, 7, 11, 13}, {2, 5, 10, 14}, {4, 6, 12}, {8, 9}, {15}}","{{1, 4, 6, 7, 8}, {2, 5, 10, 12}, {3, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
259802,"{{1, 2, 3, 5, 6}, {4, 8, 10, 13}, {7, 9, 14}, {11, 15}, {12}}","{{1, 4, 7, 9, 15}, {2, 5, 12, 14}, {3, 6, 13}, {8, 11}, {10}}",False,,,,False,FlipSYTNotFound
259836,"{{1, 3, 6, 11, 13}, {2, 5, 9, 14}, {4, 8, 12}, {7, 10}, {15}}","{{1, 4, 6, 8, 9}, {2, 5, 7, 12}, {3, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
259856,"{{1, 3, 6, 11, 13}, {2, 5, 10, 14}, {4, 7, 12}, {8, 9}, {15}}","{{1, 4, 6, 7, 8}, {2, 5, 9, 12}, {3, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
259872,"{{1, 4, 6, 7, 10}, {2, 5, 8, 13}, {3, 11, 15}, {9, 14}, {12}}","{{1, 2, 4, 11, 13}, {3, 5, 7, 14}, {6, 8, 10}, {9, 12}, {15}}",False,,,,False,FlipSYTNotFound
259873,"{{1, 3, 7, 11, 13}, {2, 5, 9, 14}, {4, 8, 12}, {6, 10}, {15}}","{{1, 4, 6, 8, 10}, {2, 5, 7, 12}, {3, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
259887,"{{1, 3, 8, 11, 13}, {2, 4, 9, 14}, {5, 6, 12}, {7, 10}, {15}}","{{1, 4, 6, 9, 11}, {2, 5, 7, 10}, {3, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
259925,"{{1, 4, 8, 11, 13}, {2, 6, 9, 14}, {3, 7, 12}, {5, 10}, {15}}","{{1, 4, 6, 9, 11}, {2, 5, 7, 13}, {3, 10, 14}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
259939,"{{1, 3, 8, 11, 13}, {2, 5, 9, 14}, {4, 7, 12}, {6, 10}, {15}}","{{1, 4, 6, 9, 10}, {2, 5, 7, 12}, {3, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
260091,"{{1, 3, 5, 7, 9}, {2, 4, 8, 13}, {6, 10, 14}, {11, 15}, {12}}","{{1, 4, 10, 12, 14}, {2, 5, 11, 15}, {3, 6, 13}, {7, 8}, {9}}",False,,,,False,FlipSYTNotFound
260129,"{{1, 2, 7, 8, 9}, {3, 4, 10, 13}, {5, 11, 15}, {6, 14}, {12}}","{{1, 2, 4, 10, 13}, {3, 5, 9, 15}, {6, 8, 11}, {7, 12}, {14}}",False,,,,False,FlipSYTNotFound
260299,"{{1, 4, 6, 7, 9}, {2, 5, 10, 13}, {3, 11, 15}, {8, 14}, {12}}","{{1, 2, 4, 11, 13}, {3, 5, 8, 14}, {6, 9, 10}, {7, 12}, {15}}",False,,,,False,FlipSYTNotFound
260303,"{{1, 4, 5, 8, 9}, {2, 6, 10, 13}, {3, 11, 15}, {7, 14}, {12}}","{{1, 2, 4, 12, 13}, {3, 5, 9, 14}, {6, 8, 10}, {7, 11}, {15}}",False,,,,False,FlipSYTNotFound
260328,"{{1, 3, 6, 11, 13}, {2, 5, 8, 14}, {4, 9, 12}, {7, 10}, {15}}","{{1, 4, 6, 9, 12}, {2, 5, 7, 11}, {3, 13, 14}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
260512,"{{1, 4, 5, 6, 9}, {2, 7, 10, 13}, {3, 11, 15}, {8, 14}, {12}}","{{1, 2, 4, 12, 13}, {3, 5, 8, 14}, {6, 9, 11}, {7, 10}, {15}}",False,,,,False,FlipSYTNotFound
260601,"{{1, 3, 9, 10, 13}, {2, 5, 11, 14}, {4, 6, 12}, {7, 8}, {15}}","{{1, 4, 7, 8, 9}, {2, 5, 10, 12}, {3, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
260614,"{{1, 2, 3, 7, 8}, {4, 5, 6, 13}, {9, 10, 14}, {11, 15}, {12}}","{{1, 4, 7, 11, 12}, {2, 5, 10, 15}, {3, 6, 14}, {8, 9}, {13}}",False,,,,False,FlipSYTNotFound
260673,"{{1, 3, 5, 7, 14}, {2, 6, 8, 11}, {4, 10, 13}, {9, 15}, {12}}","{{1, 3, 4, 7, 12}, {2, 6, 10, 14}, {5, 8, 13}, {9, 11}, {15}}",False,,,,False,FlipSYTNotFound
260745,"{{1, 3, 8, 10, 13}, {2, 4, 11, 14}, {5, 6, 12}, {7, 9}, {15}}","{{1, 4, 7, 9, 11}, {2, 5, 8, 10}, {3, 12, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
260795,"{{1, 5, 8, 10, 12}, {2, 7, 9, 11}, {3, 13, 14}, {4, 15}, {6}}","{{1, 3, 7, 9, 10}, {2, 5, 11, 12}, {4, 8, 13}, {6, 14}, {15}}",False,,,,False,FlipSYTNotFound
260799,"{{1, 3, 9, 10, 13}, {2, 5, 11, 14}, {4, 7, 12}, {6, 8}, {15}}","{{1, 4, 7, 8, 10}, {2, 5, 9, 12}, {3, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
260878,"{{1, 3, 8, 10, 13}, {2, 5, 11, 14}, {4, 7, 12}, {6, 9}, {15}}","{{1, 4, 7, 9, 10}, {2, 5, 8, 12}, {3, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
260885,"{{1, 3, 4, 10, 12}, {2, 8, 9, 11}, {5, 13, 14}, {6, 15}, {7}}","{{1, 3, 7, 8, 9}, {2, 5, 10, 14}, {4, 11, 13}, {6, 12}, {15}}",False,,,,False,FlipSYTNotFound
260903,"{{1, 4, 5, 6, 8}, {2, 7, 11, 12}, {3, 9, 13}, {10, 14}, {15}}","{{1, 5, 6, 12, 13}, {2, 7, 11, 14}, {3, 9, 15}, {4, 10}, {8}}",False,,,,False,FlipSYTNotFound
260978,"{{1, 2, 3, 5, 14}, {4, 6, 7, 11}, {8, 10, 13}, {9, 15}, {12}}","{{1, 3, 4, 7, 12}, {2, 6, 10, 15}, {5, 8, 14}, {9, 13}, {11}}",False,,,,False,FlipSYTNotFound
260999,"{{1, 3, 7, 10, 13}, {2, 4, 11, 14}, {5, 6, 12}, {8, 9}, {15}}","{{1, 4, 7, 8, 11}, {2, 5, 9, 10}, {3, 12, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
261014,"{{1, 3, 5, 10, 13}, {2, 6, 11, 14}, {4, 8, 12}, {7, 9}, {15}}","{{1, 4, 7, 9, 14}, {2, 5, 8, 12}, {3, 10, 13}, {6, 15}, {11}}",False,,,,False,FlipSYTNotFound
261114,"{{1, 4, 5, 6, 7}, {2, 8, 10, 13}, {3, 11, 15}, {9, 14}, {12}}","{{1, 2, 4, 12, 13}, {3, 5, 7, 14}, {6, 8, 11}, {9, 10}, {15}}",False,,,,False,FlipSYTNotFound
261178,"{{1, 2, 3, 5, 6}, {4, 7, 11, 12}, {8, 9, 13}, {10, 14}, {15}}","{{1, 5, 6, 8, 15}, {2, 7, 12, 14}, {3, 9, 13}, {4, 11}, {10}}",False,,,,False,FlipSYTNotFound
261274,"{{1, 3, 8, 9, 13}, {2, 5, 11, 14}, {4, 7, 12}, {6, 10}, {15}}","{{1, 4, 6, 9, 10}, {2, 5, 8, 12}, {3, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
261282,"{{1, 4, 5, 10, 12}, {2, 6, 7, 11}, {3, 13, 14}, {8, 15}, {9}}","{{1, 3, 7, 10, 13}, {2, 5, 8, 14}, {4, 9, 12}, {6, 11}, {15}}",False,,,,False,FlipSYTNotFound
261294,"{{1, 3, 7, 9, 13}, {2, 4, 11, 14}, {5, 6, 12}, {8, 10}, {15}}","{{1, 4, 6, 8, 11}, {2, 5, 9, 10}, {3, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
261307,"{{1, 3, 8, 9, 13}, {2, 4, 11, 14}, {5, 6, 12}, {7, 10}, {15}}","{{1, 4, 6, 9, 11}, {2, 5, 8, 10}, {3, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
261399,"{{1, 3, 4, 9, 12}, {2, 8, 10, 11}, {5, 13, 14}, {6, 15}, {7}}","{{1, 3, 6, 8, 9}, {2, 5, 10, 14}, {4, 11, 13}, {7, 12}, {15}}",False,,,,False,FlipSYTNotFound
261439,"{{1, 4, 5, 6, 8}, {2, 7, 9, 13}, {3, 11, 15}, {10, 14}, {12}}","{{1, 2, 4, 12, 13}, {3, 5, 6, 14}, {7, 9, 11}, {8, 10}, {15}}",False,,,,False,FlipSYTNotFound
261514,"{{1, 3, 4, 8, 13}, {2, 7, 11, 14}, {5, 9, 12}, {6, 10}, {15}}","{{1, 4, 6, 10, 14}, {2, 5, 7, 11}, {3, 9, 13}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
261559,"{{1, 4, 6, 7, 8}, {2, 5, 9, 13}, {3, 11, 15}, {10, 14}, {12}}","{{1, 2, 4, 11, 13}, {3, 5, 6, 14}, {7, 9, 10}, {8, 12}, {15}}",False,,,,False,FlipSYTNotFound
261810,"{{1, 4, 5, 6, 7}, {2, 8, 9, 13}, {3, 11, 15}, {10, 14}, {12}}","{{1, 2, 4, 12, 13}, {3, 5, 6, 14}, {7, 8, 11}, {9, 10}, {15}}",False,,,,False,FlipSYTNotFound
261876,"{{1, 3, 4, 7, 13}, {2, 5, 11, 14}, {6, 9, 12}, {8, 10}, {15}}","{{1, 4, 6, 8, 14}, {2, 5, 7, 10}, {3, 11, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
261887,"{{1, 3, 4, 6, 13}, {2, 8, 11, 14}, {5, 9, 12}, {7, 10}, {15}}","{{1, 4, 6, 9, 14}, {2, 5, 7, 11}, {3, 12, 13}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
261990,"{{1, 4, 5, 9, 10}, {2, 6, 8, 13}, {3, 7, 15}, {11, 14}, {12}}","{{1, 2, 4, 9, 13}, {3, 5, 8, 14}, {6, 7, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
262023,"{{1, 2, 4, 9, 10}, {3, 6, 8, 13}, {5, 7, 15}, {11, 14}, {12}}","{{1, 2, 4, 9, 11}, {3, 5, 8, 15}, {6, 7, 13}, {10, 14}, {12}}",False,,,,False,FlipSYTNotFound
262027,"{{1, 3, 4, 9, 14}, {2, 6, 7, 10}, {5, 11, 13}, {8, 15}, {12}}","{{1, 3, 4, 8, 11}, {2, 5, 10, 14}, {6, 9, 13}, {7, 12}, {15}}",False,,,,False,FlipSYTNotFound
262045,"{{1, 3, 6, 8, 13}, {2, 5, 11, 14}, {4, 7, 12}, {9, 10}, {15}}","{{1, 4, 6, 7, 12}, {2, 5, 9, 11}, {3, 10, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
262064,"{{1, 3, 7, 8, 13}, {2, 4, 11, 14}, {5, 6, 12}, {9, 10}, {15}}","{{1, 4, 6, 7, 11}, {2, 5, 9, 10}, {3, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
262098,"{{1, 4, 5, 6, 10}, {2, 7, 8, 12}, {3, 11, 13}, {9, 14}, {15}}","{{1, 5, 7, 12, 13}, {2, 8, 9, 14}, {3, 10, 11}, {4, 15}, {6}}",False,,,,False,FlipSYTNotFound
262133,"{{1, 2, 5, 7, 12}, {3, 4, 10, 11}, {6, 13, 14}, {8, 15}, {9}}","{{1, 3, 6, 7, 13}, {2, 5, 8, 15}, {4, 10, 12}, {9, 11}, {14}}",False,,,,False,FlipSYTNotFound
262145,"{{1, 3, 8, 10, 13}, {2, 5, 9, 14}, {4, 7, 12}, {6, 11}, {15}}","{{1, 4, 5, 9, 10}, {2, 6, 7, 12}, {3, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
262189,"{{1, 3, 6, 10, 13}, {2, 5, 9, 14}, {4, 8, 12}, {7, 11}, {15}}","{{1, 4, 5, 8, 9}, {2, 6, 7, 12}, {3, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
262288,"{{1, 3, 8, 10, 13}, {2, 4, 9, 14}, {5, 6, 12}, {7, 11}, {15}}","{{1, 4, 5, 9, 11}, {2, 6, 7, 10}, {3, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
262325,"{{1, 4, 5, 9, 12}, {2, 6, 7, 11}, {3, 13, 14}, {8, 15}, {10}}","{{1, 3, 6, 10, 13}, {2, 5, 8, 14}, {4, 9, 12}, {7, 11}, {15}}",False,,,,False,FlipSYTNotFound
262327,"{{1, 3, 7, 10, 13}, {2, 5, 9, 14}, {4, 8, 12}, {6, 11}, {15}}","{{1, 4, 5, 8, 10}, {2, 6, 7, 12}, {3, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
262386,"{{1, 2, 5, 9, 12}, {3, 4, 8, 11}, {6, 13, 14}, {7, 15}, {10}}","{{1, 3, 6, 9, 13}, {2, 5, 8, 15}, {4, 10, 12}, {7, 11}, {14}}",False,,,,False,FlipSYTNotFound
262537,"{{1, 3, 5, 8, 9}, {2, 4, 10, 13}, {6, 7, 15}, {11, 14}, {12}}","{{1, 2, 4, 10, 14}, {3, 5, 9, 12}, {6, 8, 11}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
262565,"{{1, 2, 5, 7, 9}, {3, 6, 10, 13}, {4, 8, 15}, {11, 14}, {12}}","{{1, 2, 4, 12, 15}, {3, 5, 8, 13}, {6, 9, 10}, {7, 14}, {11}}",False,,,,False,FlipSYTNotFound
262736,"{{1, 3, 8, 9, 13}, {2, 5, 10, 14}, {4, 7, 12}, {6, 11}, {15}}","{{1, 4, 5, 9, 10}, {2, 6, 8, 12}, {3, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
262785,"{{1, 3, 6, 7, 12}, {2, 5, 8, 11}, {4, 13, 14}, {9, 15}, {10}}","{{1, 3, 6, 11, 12}, {2, 5, 7, 14}, {4, 8, 13}, {9, 10}, {15}}",False,,,,False,FlipSYTNotFound
262823,"{{1, 3, 8, 9, 13}, {2, 4, 10, 14}, {5, 6, 12}, {7, 11}, {15}}","{{1, 4, 5, 9, 11}, {2, 6, 8, 10}, {3, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
262865,"{{1, 2, 6, 7, 12}, {3, 5, 8, 11}, {4, 13, 14}, {9, 15}, {10}}","{{1, 3, 6, 11, 12}, {2, 5, 7, 15}, {4, 8, 13}, {9, 10}, {14}}",False,,,,False,FlipSYTNotFound
262946,"{{1, 2, 3, 6, 12}, {4, 5, 7, 11}, {8, 13, 14}, {9, 15}, {10}}","{{1, 3, 6, 11, 12}, {2, 5, 7, 15}, {4, 8, 14}, {9, 13}, {10}}",False,,,,False,FlipSYTNotFound
263044,"{{1, 3, 4, 9, 13}, {2, 5, 10, 14}, {6, 7, 12}, {8, 11}, {15}}","{{1, 4, 5, 8, 14}, {2, 6, 9, 10}, {3, 11, 13}, {7, 15}, {12}}",False,,,,False,FlipSYTNotFound
263096,"{{1, 3, 7, 9, 13}, {2, 4, 10, 14}, {5, 6, 12}, {8, 11}, {15}}","{{1, 4, 5, 8, 11}, {2, 6, 9, 10}, {3, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
263174,"{{1, 2, 5, 9, 12}, {3, 4, 8, 10}, {6, 13, 14}, {7, 15}, {11}}","{{1, 3, 5, 9, 13}, {2, 6, 8, 15}, {4, 10, 12}, {7, 11}, {14}}",False,,,,False,FlipSYTNotFound
263244,"{{1, 3, 5, 8, 13}, {2, 6, 10, 14}, {4, 9, 12}, {7, 11}, {15}}","{{1, 4, 5, 9, 14}, {2, 6, 7, 12}, {3, 10, 13}, {8, 15}, {11}}",False,,,,False,FlipSYTNotFound
263261,"{{1, 3, 4, 6, 13}, {2, 8, 10, 14}, {5, 9, 12}, {7, 11}, {15}}","{{1, 4, 5, 9, 14}, {2, 6, 7, 11}, {3, 12, 13}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
263381,"{{1, 3, 4, 7, 13}, {2, 5, 10, 14}, {6, 9, 12}, {8, 11}, {15}}","{{1, 4, 5, 8, 14}, {2, 6, 7, 10}, {3, 11, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
263396,"{{1, 3, 7, 8, 13}, {2, 4, 10, 14}, {5, 6, 12}, {9, 11}, {15}}","{{1, 4, 5, 7, 11}, {2, 6, 9, 10}, {3, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
263574,"{{1, 4, 5, 6, 7}, {2, 8, 9, 13}, {3, 10, 15}, {11, 14}, {12}}","{{1, 2, 4, 12, 13}, {3, 5, 8, 14}, {6, 10, 11}, {7, 15}, {9}}",False,,,,False,FlipSYTNotFound
263577,"{{1, 3, 4, 8, 13}, {2, 5, 10, 14}, {6, 7, 12}, {9, 11}, {15}}","{{1, 4, 5, 7, 14}, {2, 6, 9, 10}, {3, 11, 13}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
263816,"{{1, 3, 6, 9, 13}, {2, 4, 7, 14}, {5, 10, 12}, {8, 11}, {15}}","{{1, 4, 5, 8, 14}, {2, 6, 9, 11}, {3, 12, 15}, {7, 13}, {10}}",False,,,,False,FlipSYTNotFound
263906,"{{1, 3, 6, 9, 13}, {2, 5, 7, 14}, {4, 10, 12}, {8, 11}, {15}}","{{1, 4, 5, 8, 12}, {2, 6, 9, 11}, {3, 13, 14}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
263920,"{{1, 5, 8, 10, 12}, {2, 7, 9, 11}, {3, 13, 15}, {4, 14}, {6}}","{{1, 2, 7, 9, 10}, {3, 5, 11, 12}, {4, 8, 13}, {6, 14}, {15}}",False,,,,False,FlipSYTNotFound
264046,"{{1, 2, 3, 6, 12}, {4, 5, 7, 10}, {8, 13, 14}, {9, 15}, {11}}","{{1, 3, 5, 11, 12}, {2, 6, 7, 15}, {4, 8, 14}, {9, 13}, {10}}",False,,,,False,FlipSYTNotFound
264146,"{{1, 4, 5, 8, 12}, {2, 6, 7, 9}, {3, 13, 14}, {10, 15}, {11}}","{{1, 3, 5, 10, 13}, {2, 6, 9, 14}, {4, 7, 12}, {8, 11}, {15}}",False,,,,False,FlipSYTNotFound
264245,"{{1, 3, 4, 6, 13}, {2, 8, 9, 14}, {5, 10, 12}, {7, 11}, {15}}","{{1, 4, 5, 9, 14}, {2, 6, 8, 11}, {3, 12, 13}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
264278,"{{1, 4, 6, 8, 14}, {2, 5, 7, 9}, {3, 10, 13}, {11, 15}, {12}}","{{1, 3, 4, 11, 13}, {2, 5, 12, 14}, {6, 9, 15}, {7, 10}, {8}}",False,,,,False,FlipSYTNotFound
264393,"{{1, 3, 5, 6, 10}, {2, 4, 8, 12}, {7, 9, 13}, {11, 14}, {15}}","{{1, 5, 9, 12, 14}, {2, 7, 11, 15}, {3, 8, 13}, {4, 10}, {6}}",False,,,,False,FlipSYTNotFound
264424,"{{1, 4, 5, 10, 12}, {2, 6, 7, 11}, {3, 13, 15}, {8, 14}, {9}}","{{1, 2, 7, 10, 13}, {3, 5, 8, 14}, {4, 9, 12}, {6, 11}, {15}}",False,,,,False,FlipSYTNotFound
264580,"{{1, 3, 4, 9, 12}, {2, 8, 10, 11}, {5, 13, 15}, {6, 14}, {7}}","{{1, 2, 6, 8, 9}, {3, 5, 10, 14}, {4, 11, 13}, {7, 12}, {15}}",False,,,,False,FlipSYTNotFound
264892,"{{1, 4, 7, 10, 11}, {2, 5, 8, 12}, {3, 13, 14}, {6, 15}, {9}}","{{1, 3, 7, 10, 13}, {2, 6, 8, 14}, {4, 9, 11}, {5, 12}, {15}}",False,,,,False,FlipSYTNotFound
264902,"{{1, 3, 7, 8, 13}, {2, 4, 9, 14}, {5, 6, 12}, {10, 11}, {15}}","{{1, 4, 5, 6, 11}, {2, 7, 9, 10}, {3, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
264953,"{{1, 3, 4, 8, 13}, {2, 5, 9, 14}, {6, 7, 12}, {10, 11}, {15}}","{{1, 4, 5, 6, 14}, {2, 7, 9, 10}, {3, 11, 13}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
265077,"{{1, 3, 6, 10, 11}, {2, 5, 7, 12}, {4, 13, 14}, {8, 15}, {9}}","{{1, 3, 7, 11, 12}, {2, 6, 8, 14}, {4, 9, 13}, {5, 10}, {15}}",False,,,,False,FlipSYTNotFound
265107,"{{1, 4, 5, 10, 11}, {2, 6, 7, 12}, {3, 13, 14}, {8, 15}, {9}}","{{1, 3, 7, 10, 13}, {2, 6, 8, 14}, {4, 9, 12}, {5, 11}, {15}}",False,,,,False,FlipSYTNotFound
